shipment_id,shipment_date,origin_warehouse,destination_region,carrier,transport_mode,distance_km,weight_kg,shipment_volume_units,inventory_level,transportation_cost,delivery_time_days,delayed,distance_km_norm,weight_kg_norm,transportation_cost_norm,delivery_time_days_norm,inventory_level_norm,shipment_volume_units_norm
SHP100711,2025-08-04 20:23:49.190992,WH-Bengaluru,Central,Carrier C,Road,152.5,677.5,120,4816,2711.98,0.8,0,0.07857059030630208,0.5129929685111587,0.1569844024664735,0.2448979591836735,0.9633633633633634,0.5
SHP100828,2025-09-09 08:52:02.602168,WH-Bengaluru,South,Carrier D,Road,737.2,171.8,126,2584,9149.44,0.4,0,0.4216641239291163,0.12649036991745644,0.5052395824563504,0.08163265306122448,0.5165165165165165,0.5857142857142857
SHP101016,2025-11-05 10:38:55.946622,WH-Mumbai,East,Carrier D,Road,545.4,197.5,133,4715,6482.13,0.5,0,0.309118648046004,0.14613268113726688,0.36094283744530586,0.12244897959183672,0.9431431431431432,0.6857142857142857
SHP100710,2025-08-04 13:06:39.332777,WH-Kolkata,North,Carrier A,Air,552.1,433.2,109,3888,18295.03375,0.6,0,0.3130501114892618,0.32627636808315497,1.0,0.16326530612244897,0.7775775775775776,0.34285714285714286
SHP100979,2025-10-25 05:03:51.192660,WH-Kolkata,East,Carrier A,Road,474.3,558.6,117,2435,7841.7,1.2,0,0.2673981927003873,0.42211861815958424,0.43449316553415407,0.4081632653061224,0.4866866866866867,0.45714285714285713
SHP100062,2025-01-19 19:44:11.209341,WH-Delhi,East,Carrier C,Road,434.1,66.5,113,183,4894.53,0.5,0,0.24380941204084028,0.04601039437480892,0.275056490384209,0.12244897959183672,0.035835835835835834,0.4
SHP101146,2025-12-14 21:50:17.514595,WH-Mumbai,Central,Carrier D,Road,303.4,137.9,129,3220,3175.76,0.9,0,0.1671165356178852,0.10058086212167532,0.18207407873253265,0.2857142857142857,0.6438438438438439,0.6285714285714286
SHP100288,2025-03-29 10:23:19.165971,WH-Mumbai,Central,Carrier A,Sea,503.1,277.9,109,238,2455.0,1.3,0,0.2842976176505105,0.2075817792723937,0.14308223978836773,0.4489795918367347,0.04684684684684685,0.34285714285714286
SHP100813,2025-09-04 19:34:34.728940,WH-Kolkata,North,Carrier A,Road,403.1,301.9,135,2011,4934.71,1.0,0,0.22561905879591596,0.2259247936410883,0.2772301571925454,0.32653061224489793,0.4018018018018018,0.7142857142857143
SHP100099,2025-01-31 01:19:15.963302,WH-Delhi,West,Carrier D,Road,750.5,542.6,135,4246,10618.43,0.9,0,0.42946837225677736,0.40988994191378786,0.5847093386728285,0.2857142857142857,0.8492492492492493,0.7142857142857143
SHP100304,2025-04-03 06:57:56.897414,WH-Bengaluru,West,Carrier D,Rail,736.5,287.9,130,1221,6855.35,0.8,0,0.42125337401713414,0.21522470192601648,0.38113337816723997,0.2448979591836735,0.24364364364364363,0.6428571428571429
SHP100659,2025-07-20 01:31:16.563803,WH-Kolkata,Central,Carrier D,Road,271.6,304.3,118,111,4267.25,0.8,0,0.14845675390212418,0.2277590950779578,0.24112175381045942,0.2448979591836735,0.02142142142142142,0.4714285714285714
SHP100729,2025-08-10 07:32:46.638865,WH-Mumbai,East,Carrier D,Sea,819.7,140.8,124,4529,3929.38,1.1,0,0.4700739349841568,0.10279730969122591,0.22284358545474464,0.3673469387755102,0.9059059059059059,0.5571428571428572
SHP100647,2025-07-16 10:05:18.265221,WH-Mumbai,North,Carrier D,Sea,215.7,187.9,129,1374,1702.58,0.2,0,0.11565543950240581,0.13879547538978904,0.10237765093997363,0.0,0.27427427427427425,0.6285714285714286
SHP100076,2025-01-24 01:44:29.224353,WH-Chennai,South,Carrier D,Sea,243.7,118.5,131,3854,937.0,0.6,0,0.13208543598169228,0.0857535921736472,0.060961129408709756,0.16326530612244897,0.7707707707707707,0.6571428571428571
SHP100211,2025-03-06 01:21:40.083402,WH-Kolkata,East,Carrier C,Sea,581.2,102.6,124,2447,2533.84,2.0,1,0.33012557211594884,0.07360134515438703,0.14734734409820455,0.7346938775510203,0.4890890890890891,0.5571428571428572
SHP101164,2025-12-20 08:59:14.962468,WH-Delhi,West,Carrier C,Air,506.5,227.6,112,1403,18295.03375,0.2,0,0.2862926886515667,0.16913787832467134,1.0,0.0,0.28008008008008006,0.38571428571428573
SHP101144,2025-12-14 07:15:57.798165,WH-Kolkata,South,Carrier B,Road,604.8,278.7,130,3720,6507.42,0.9,0,0.3439737120056331,0.20819321308468355,0.3623109816360183,0.2857142857142857,0.7439439439439439,0.6428571428571429
SHP100443,2025-05-15 11:43:47.189324,WH-Chennai,North,Carrier C,Rail,687.0,139.5,111,1439,5039.46,0.3,0,0.3922074873841098,0.10180372974625496,0.28289694659456727,0.040816326530612235,0.2872872872872873,0.37142857142857144
SHP100244,2025-03-16 01:48:05.404503,WH-Kolkata,North,Carrier A,Road,1095.5,533.1,117,1078,14867.38,1.8,1,0.6319094003051285,0.40262916539284627,0.8145700053050076,0.6530612244897959,0.21501501501501502,0.45714285714285713
SHP100587,2025-06-28 04:55:26.772310,WH-Bengaluru,West,Carrier C,Rail,351.4,261.1,118,3667,3507.22,0.2,0,0.19528224386809057,0.19474166921430755,0.2000054774456034,0.0,0.7333333333333333,0.4714285714285714
SHP100336,2025-04-13 00:07:12.360300,WH-Delhi,West,Carrier A,Air,900.8,228.7,140,175,18295.03375,0.7,0,0.5176622462152329,0.16997859981656982,1.0,0.20408163265306117,0.03423423423423423,0.7857142857142857
SHP100205,2025-03-04 05:38:40.934111,WH-Kolkata,West,Carrier A,Road,298.3,410.7,132,905,4090.39,0.4,0,0.1641239291163009,0.3090797921125038,0.23155394117426292,0.08163265306122448,0.18038038038038037,0.6714285714285714
SHP100607,2025-07-04 06:38:43.936613,WH-Mumbai,Central,Carrier A,Road,560.8,371.6,124,4937,8454.12,0.3,0,0.3181551461096115,0.27919596453683887,0.46762400243712526,0.040816326530612235,0.9875875875875876,0.5571428571428572
SHP100927,2025-10-09 10:11:18.565471,WH-Chennai,West,Carrier D,Sea,388.2,146.7,122,507,1630.51,1.0,0,0.21687595352658137,0.10730663405686332,0.09847879163492622,0.32653061224489793,0.1007007007007007,0.5285714285714286
SHP100220,2025-03-08 18:56:08.807339,WH-Bengaluru,South,Carrier A,Road,287.9,354.9,111,1925,4103.1,0.2,0,0.15802135899542305,0.2664322837052889,0.23224152965445097,0.0,0.3845845845845846,0.37142857142857144
SHP100262,2025-03-21 12:57:02.852376,WH-Mumbai,North,Carrier C,Road,461.8,417.3,111,1418,6785.12,1.6,1,0.26006337284356296,0.3141241210638948,0.3773340596020467,0.5714285714285714,0.2830830830830831,0.37142857142857144
SHP100034,2025-01-11 07:43:35.179316,WH-Kolkata,East,Carrier B,Road,851.3,197.5,98,1597,10514.15,1.7,1,0.4886163595822086,0.14613268113726688,0.579067975438052,0.6122448979591836,0.31891891891891894,0.18571428571428572
SHP100085,2025-01-26 19:18:57.948290,WH-Kolkata,South,Carrier C,Sea,201.5,262.8,133,842,1543.52,1.4,1,0.1073230841450534,0.1960409660654234,0.09377278676540947,0.48979591836734687,0.16776776776776778,0.6857142857142857
SHP100857,2025-09-18 04:09:48.490408,WH-Mumbai,Central,Carrier C,Road,819.1,128.6,140,4718,9389.5,0.7,0,0.4697218636310292,0.09347294405380617,0.5182264031136236,0.20408163265306117,0.9437437437437437,0.7857142857142857
SHP100156,2025-02-17 08:37:37.881567,WH-Bengaluru,East,Carrier D,Road,745.6,277.6,114,3871,9770.51,1.0,0,0.42659312287290224,0.20735249159278507,0.5388383690330922,0.32653061224489793,0.7741741741741742,0.4142857142857143
SHP101124,2025-12-08 05:32:40.633861,WH-Kolkata,East,Carrier D,Road,292.6,144.9,130,398,3699.57,0.2,0,0.160779251261589,0.10593090797921124,0.2104112716363328,0.0,0.07887887887887887,0.6428571428571429
SHP100516,2025-06-06 15:36:46.839032,WH-Kolkata,East,Carrier D,Road,524.4,316.8,106,4901,7414.18,0.8,0,0.2967961506865391,0.23731274839498623,0.4113650910219595,0.2448979591836735,0.9803803803803803,0.3
SHP100861,2025-09-19 09:18:27.923269,WH-Mumbai,Central,Carrier C,Road,445.1,177.0,109,1787,18295.03375,0.2,0,0.25026405351484565,0.13046468969734024,1.0,0.0,0.35695695695695695,0.34285714285714286
SHP100554,2025-06-18 04:29:01.451209,WH-Delhi,South,Carrier B,Rail,307.4,180.7,108,1143,2570.51,0.2,0,0.169463677972069,0.13329257107918066,0.14933112612562355,0.0,0.22802802802802802,0.32857142857142857
SHP101115,2025-12-05 11:58:11.909924,WH-Delhi,South,Carrier D,Road,818.2,137.6,126,4751,10755.66,1.1,0,0.4691937566013379,0.10035157444206663,0.5921332385261885,0.3673469387755102,0.9503503503503503,0.5857142857142857
SHP100653,2025-07-18 05:48:17.414512,WH-Delhi,North,Carrier C,Road,202.0,83.1,126,1196,6507.42,0.7,0,0.10761647693932637,0.05869764597982268,0.3623109816360183,0.20408163265306117,0.23863863863863863,0.5857142857142857
SHP100766,2025-08-21 13:07:51.392827,WH-Mumbai,South,Carrier D,Road,416.9,72.6,109,710,6042.02,0.2,0,0.23371669991785,0.050672577193518795,0.33713366624030505,0.0,0.14134134134134135,0.34285714285714286
SHP100817,2025-09-06 00:43:14.161801,WH-Kolkata,Central,Carrier B,Road,567.9,63.8,125,2914,7195.72,0.7,0,0.3223213237882877,0.043946805258330786,0.3995467920934087,0.20408163265306117,0.5825825825825826,0.5714285714285714
SHP100537,2025-06-13 00:37:13.861551,WH-Mumbai,Central,Carrier A,Road,238.0,230.2,132,4766,3702.23,0.7,0,0.1287407581269804,0.17112503821461325,0.21055517292329584,0.20408163265306117,0.9533533533533534,0.6714285714285714
SHP100947,2025-10-15 11:54:35.729774,WH-Delhi,West,Carrier C,Road,373.8,114.0,124,1310,4886.81,0.2,0,0.20842624105151977,0.08231427697951696,0.2746388520626471,0.0,0.2614614614614615,0.5571428571428572
SHP100422,2025-05-09 02:43:20.166805,WH-Bengaluru,West,Carrier B,Sea,632.7,144.9,124,3987,2357.98,1.5,1,0.36034502992606504,0.10593090797921124,0.1378336296901896,0.5306122448979592,0.7973973973973973,0.5571428571428572
SHP100375,2025-04-24 20:16:36.830692,WH-Kolkata,Central,Carrier C,Sea,893.1,324.0,123,4078,5052.4,2.6500000000000004,1,0.5131439971834292,0.2428156527055946,0.283596977667237,1.0,0.8156156156156156,0.5428571428571428
SHP100481,2025-05-27 00:36:01.801501,WH-Bengaluru,Central,Carrier B,Road,219.8,182.9,126,2059,3369.63,0.2,0,0.11806126041544421,0.13497401406297768,0.19256210223009804,0.0,0.4114114114114114,0.5857142857142857
SHP100349,2025-04-16 22:50:20.517097,WH-Mumbai,South,Carrier D,Road,612.1,170.1,106,1801,8288.2,0.8,0,0.3482572468020185,0.12519107306634056,0.4586480244172354,0.2448979591836735,0.35975975975975977,0.3
SHP100408,2025-05-04 20:43:02.151793,WH-Mumbai,West,Carrier B,Road,1171.3,27.4,110,764,14072.36,1.6,1,0.6763877479169111,0.01612656679914399,0.7715608319360776,0.5714285714285714,0.15215215215215216,0.35714285714285715
SHP100790,2025-08-28 19:59:47.989991,WH-Delhi,East,Carrier A,Sea,307.1,193.4,123,1388,2229.8,2.5,1,0.16928764229550522,0.14299908284928156,0.13089931880187303,0.9387755102040815,0.27707707707707707,0.5428571428571428
SHP100613,2025-07-06 02:21:43.085904,WH-Mumbai,North,Carrier A,Road,220.4,215.3,129,2957,3314.53,1.4,1,0.11841333176857177,0.15973708346071536,0.18958128985729228,0.48979591836734687,0.5911911911911912,0.6285714285714286
SHP100548,2025-06-16 08:46:02.301918,WH-Chennai,North,Carrier C,Road,588.0,197.5,118,2803,7192.6,0.5,0,0.33411571411806124,0.14613268113726688,0.3993780056214822,0.12244897959183672,0.5603603603603604,0.4714285714285714
SHP100812,2025-09-04 12:17:24.870725,WH-Delhi,North,Carrier C,Sea,417.9,210.1,134,2437,1908.5,2.0,1,0.23430348550639593,0.15576276368083153,0.11351755808712724,0.7346938775510203,0.4870870870870871,0.7
SHP100403,2025-05-03 08:17:12.860717,WH-Kolkata,East,Carrier D,Road,342.2,28.6,108,2731,3825.51,0.7,0,0.18988381645346789,0.017043717517578723,0.21722440249352262,0.20408163265306117,0.5459459459459459,0.32857142857142857
SHP100530,2025-06-10 21:37:04.854045,WH-Delhi,Central,Carrier D,Road,302.2,505.3,116,4885,4678.01,1.0,0,0.16641239291163007,0.38138184041577494,0.26334314201833053,0.32653061224489793,0.9771771771771772,0.44285714285714284
SHP100134,2025-02-10 16:20:01.000834,WH-Bengaluru,South,Carrier D,Road,113.8,383.6,103,1918,2540.34,0.8,0,0.05586198802957398,0.28836747172118615,0.1476989825813849,0.2448979591836735,0.3831831831831832,0.2571428571428571
SHP100576,2025-06-24 20:46:38.331943,WH-Kolkata,North,Carrier A,Road,1020.0,338.8,103,84,12959.03,1.8,1,0.5876070883699096,0.2541271782329563,0.7113316515546648,0.6530612244897959,0.016016016016016016,0.2571428571428571
SHP101142,2025-12-13 16:41:38.081734,WH-Mumbai,East,Carrier A,Road,634.1,37.8,116,1176,7674.21,1.3,0,0.36116652975002933,0.024075206358911642,0.4254322532960191,0.4489795918367347,0.23463463463463463,0.44285714285714284
SHP100976,2025-10-24 07:12:21.618015,WH-Kolkata,East,Carrier C,Road,875.2,103.1,132,304,10556.42,0.8,0,0.5026405351484567,0.07398349128706817,0.5813547075432879,0.2448979591836735,0.06006006006006006,0.6714285714285714
SHP100010,2025-01-04 00:51:38.582151,WH-Chennai,East,Carrier A,Road,239.6,418.8,118,4784,4269.65,0.2,0,0.12967961506865391,0.3152705594619382,0.24125158955809523,0.0,0.9569569569569569,0.4714285714285714
SHP100482,2025-05-27 07:53:11.659716,WH-Delhi,Central,Carrier D,Air,601.4,428.6,134,1098,18295.03375,0.4,0,0.34197864100457687,0.32276062366248853,1.0,0.08163265306122448,0.21901901901901902,0.7
SHP100298,2025-04-01 11:14:57.748123,WH-Delhi,Central,Carrier C,Road,274.8,52.5,117,85,4089.62,1.3,0,0.1503344677854712,0.035310302659737086,0.23151228553856307,0.4489795918367347,0.016216216216216217,0.45714285714285713
SHP100575,2025-06-24 13:29:28.473728,WH-Kolkata,South,Carrier D,Sea,668.7,339.0,128,2306,4102.36,0.8,0,0.38146931111371907,0.2542800366860287,0.23220149696559655,0.2448979591836735,0.46086086086086087,0.6142857142857143
SHP100623,2025-07-09 03:13:21.668056,WH-Chennai,East,Carrier D,Sea,384.5,307.0,125,648,2499.16,1.5,0,0.21470484684896138,0.22982268419443594,0.1454712175448669,0.5306122448979592,0.12892892892892893,0.5714285714285714
SHP100838,2025-09-12 09:43:41.184320,WH-Kolkata,West,Carrier B,Road,284.3,113.6,136,135,3207.89,2.1,1,0.15590893087665766,0.08200856007337205,0.1838122548040072,0.7755102040816326,0.026226226226226227,0.7285714285714285
SHP101015,2025-11-05 03:21:46.088407,WH-Chennai,Central,Carrier A,Road,514.6,576.9,130,3675,8994.39,1.5,1,0.29104565191878884,0.43610516661571386,0.4968516521767944,0.5306122448979592,0.7349349349349349,0.6428571428571429
SHP100439,2025-05-14 06:35:07.756463,WH-Kolkata,North,Carrier C,Road,469.8,462.4,133,2025,7289.89,1.0,0,0.26475765755193054,0.34859370223173336,0.4046412222412693,0.32653061224489793,0.4046046046046046,0.6857142857142857
SHP100104,2025-02-01 13:45:05.254378,WH-Chennai,Central,Carrier D,Road,457.7,259.2,117,3907,5913.77,0.2,0,0.2576575519305246,0.1932895139101192,0.3301955684760157,0.0,0.7813813813813814,0.45714285714285713
SHP100872,2025-09-22 17:27:16.363636,WH-Chennai,East,Carrier B,Rail,647.3,373.8,128,4318,5671.7,0.6,0,0.36891209951883575,0.2808774075206359,0.3171000103800975,0.16326530612244897,0.8636636636636636,0.6142857142857143
SHP100853,2025-09-16 23:01:09.057547,WH-Kolkata,East,Carrier B,Road,676.1,274.5,127,1927,9118.32,1.1,0,0.38581152446895906,0.204983185570162,0.5035560455953392,0.3673469387755102,0.384984984984985,0.6
SHP100619,2025-07-07 22:04:42.235195,WH-Kolkata,East,Carrier D,Rail,193.0,581.8,114,4064,2057.73,0.2,0,0.10233540664241286,0.43985019871598896,0.12159063667866635,0.0,0.8128128128128128,0.4142857142857143
SHP100435,2025-05-13 01:26:28.323603,WH-Delhi,East,Carrier C,Sea,329.9,140.7,129,2945,1981.14,0.6,0,0.18266635371435275,0.10272088046468968,0.11744725338223813,0.16326530612244897,0.5887887887887888,0.6285714285714286
SHP100996,2025-10-30 08:55:38.782318,WH-Bengaluru,North,Carrier D,Rail,1007.6,104.0,111,4760,6601.66,0.8,0,0.5803309470719399,0.07467135432589422,0.3674091986598516,0.2448979591836735,0.9521521521521521,0.37142857142857144
SHP101184,2025-12-26 10:42:32.126772,WH-Kolkata,North,Carrier C,Rail,492.1,57.1,128,4492,2974.63,0.2,0,0.2778429761765051,0.03882604708040355,0.17119330209836886,0.0,0.8984984984984985,0.6142857142857143
SHP100325,2025-04-09 15:58:23.919933,WH-Kolkata,North,Carrier C,Road,605.5,195.5,127,4507,8612.95,1.2,0,0.3443844619176153,0.14460409660654233,0.47621642401920766,0.4081632653061224,0.9015015015015015,0.6
SHP100464,2025-05-21 20:44:14.211843,WH-Bengaluru,Central,Carrier B,Road,540.1,222.7,109,301,7374.18,1.5,1,0.3060086844267105,0.16539284622439618,0.4092011618946958,0.5306122448979592,0.05945945945945946,0.34285714285714286
SHP100998,2025-10-30 23:29:58.498748,WH-Bengaluru,East,Carrier B,Rail,979.5,124.7,118,2978,6934.51,1.2,0,0.5638422720337988,0.0904922042188933,0.38541579391009484,0.4081632653061224,0.5953953953953954,0.4714285714285714
SHP100139,2025-02-12 04:45:50.291909,WH-Kolkata,West,Carrier B,Air,493.5,215.3,127,4,18295.03375,1.1,0,0.2786644760004694,0.15973708346071536,1.0,0.3673469387755102,0.0,0.6
SHP101093,2025-11-28 19:40:35.029190,WH-Delhi,South,Carrier C,Road,373.8,82.9,117,2526,4271.58,1.4,1,0.20842624105151977,0.058544787526750235,0.2413559991384857,0.48979591836734687,0.5049049049049049,0.45714285714285713
SHP101045,2025-11-14 05:56:41.834862,WH-Kolkata,West,Carrier D,Road,616.8,223.4,132,2531,7262.29,1.3,0,0.35101513906818443,0.1659278508101498,0.40314811114345733,0.4489795918367347,0.5059059059059059,0.6714285714285714
SHP100165,2025-02-20 02:12:06.605504,WH-Bengaluru,Central,Carrier D,Air,500.8,172.8,120,338,18295.03375,0.2,0,0.28294801079685483,0.1272546621828187,1.0,0.0,0.06686686686686687,0.5
SHP100226,2025-03-10 14:39:07.956630,WH-Mumbai,Central,Carrier D,Rail,1269.6,63.5,116,2615,9343.53,1.6,1,0.7340687712709776,0.0437175175787221,0.5157395075641158,0.5714285714285714,0.5227227227227227,0.44285714285714284
SHP100909,2025-10-03 23:02:21.117598,WH-Bengaluru,West,Carrier B,Rail,314.1,220.0,136,2379,2901.63,0.2,0,0.17339514141532683,0.16332925710791804,0.16724413144111258,0.0,0.4754754754754755,0.7285714285714285
SHP100180,2025-02-24 15:29:34.478732,WH-Mumbai,East,Carrier C,Rail,515.3,266.1,132,4118,4218.67,1.0,0,0.291456401830771,0.19856313054111893,0.23849366188539764,0.32653061224489793,0.8236236236236236,0.6714285714285714
SHP100191,2025-02-27 23:38:22.919099,WH-Bengaluru,South,Carrier A,Air,907.2,215.3,142,3139,18295.03375,0.3,0,0.521417673981927,0.15973708346071536,1.0,0.040816326530612235,0.6276276276276276,0.8142857142857143
SHP100306,2025-04-03 21:32:16.613844,WH-Delhi,South,Carrier C,Rail,668.0,164.4,125,2804,5320.91,0.3,0,0.38105856120173687,0.12083460715377559,0.2981228929162765,0.040816326530612235,0.5605605605605606,0.5714285714285714
SHP100335,2025-04-12 16:50:02.502085,WH-Mumbai,South,Carrier C,Sea,163.4,278.7,137,3856,668.32,1.3,0,0.08496655322145288,0.20819321308468355,0.046426017460879376,0.4489795918367347,0.7711711711711712,0.7428571428571429
SHP100863,2025-09-19 23:52:47.639699,WH-Delhi,East,Carrier A,Road,1257.3,256.7,109,1336,16149.15,1.2,0,0.7268513085318624,0.1913787832467135,0.8839114912413278,0.4081632653061224,0.26666666666666666,0.34285714285714286
SHP101075,2025-11-23 08:31:37.581317,WH-Mumbai,Central,Carrier C,Road,624.0,87.7,108,541,7412.72,0.9,0,0.35523999530571526,0.06221339040048915,0.41128610760881434,0.2857142857142857,0.10750750750750751,0.32857142857142857
SHP100955,2025-10-17 22:11:54.595496,WH-Chennai,North,Carrier D,Sea,568.2,82.8,125,468,2681.0,2.5,1,0.32249735946485153,0.058468358300214,0.15530843935740773,0.9387755102040815,0.09289289289289289,0.5714285714285714
SHP100833,2025-09-10 21:17:51.893244,WH-Kolkata,West,Carrier B,Air,270.9,260.1,131,4383,15345.08,0.6,0,0.14804600399014198,0.19397737694894526,0.8404127289073545,0.16326530612244897,0.8766766766766767,0.6571428571428571
SHP100913,2025-10-05 04:11:00.550458,WH-Chennai,North,Carrier B,Rail,399.2,196.0,111,2590,3572.22,0.5,0,0.22333059500058677,0.14498624273922345,0.20352186227740693,0.12244897959183672,0.5177177177177177,0.37142857142857144
SHP100845,2025-09-14 12:43:50.191826,WH-Kolkata,East,Carrier C,Road,126.2,186.6,136,380,2461.66,0.2,0,0.06313812932754372,0.13780189544481808,0.14344253398805715,0.0,0.07527527527527528,0.7285714285714285
SHP100783,2025-08-26 16:59:38.982485,WH-Chennai,South,Carrier D,Road,708.1,351.5,142,3123,9455.43,1.7,0,0.40458866330242926,0.2638336900030571,0.521793099297636,0.6122448979591836,0.6244244244244245,0.8142857142857143
SHP100345,2025-04-15 17:41:41.084236,WH-Mumbai,North,Carrier C,Road,405.0,106.7,109,3271,4757.52,0.8,0,0.22673395141415326,0.07673494344237236,0.26764449214104896,0.2448979591836735,0.654054054054054,0.34285714285714286
SHP100785,2025-08-27 07:33:58.698915,WH-Kolkata,North,Carrier B,Sea,1434.3,226.9,113,4158,5492.25,2.6500000000000004,1,0.8307123577044948,0.16860287373891775,0.3073920833329107,1.0,0.8316316316316317,0.4
SHP101054,2025-11-16 23:31:10.558799,WH-Kolkata,North,Carrier C,Rail,225.4,260.7,110,4787,2558.4,0.3,0,0.12134725971130149,0.1944359523081626,0.14867599658234446,0.040816326530612235,0.9575575575575576,0.35714285714285715
SHP100242,2025-03-15 11:13:45.688073,WH-Mumbai,Central,Carrier A,Road,155.5,81.7,123,2175,1766.68,0.6,0,0.08033094707193991,0.0576276368083155,0.10584534736641373,0.16326530612244897,0.43463463463463464,0.5428571428571428
SHP100017,2025-01-06 03:51:47.589658,WH-Kolkata,Central,Carrier A,Road,399.3,185.1,112,2395,5014.03,1.0,0,0.22338927355944135,0.13665545704677468,0.2815212286519093,0.32653061224489793,0.4786786786786787,0.38571428571428573
SHP100923,2025-10-08 05:02:39.132610,WH-Kolkata,Central,Carrier D,Sea,500.2,102.1,117,1622,2591.07,0.6,0,0.28259593944372724,0.0732191990217059,0.1504433856970371,0.16326530612244897,0.32392392392392394,0.45714285714285713
SHP100869,2025-09-21 19:35:46.788990,WH-Delhi,East,Carrier A,Road,125.3,48.5,115,2652,1404.2,0.2,0,0.06261002229785236,0.032253133598287985,0.08623582161514994,0.0,0.5301301301301301,0.42857142857142855
SHP100799,2025-08-31 13:34:16.713928,WH-Delhi,North,Carrier A,Rail,836.3,373.5,117,3214,6107.96,1.7,1,0.4798145757540194,0.28064811984102717,0.34070090340659925,0.6122448979591836,0.6426426426426426,0.45714285714285713
SHP100625,2025-07-09 17:47:41.384487,WH-Delhi,Central,Carrier B,Rail,1385.8,435.3,115,2142,10274.75,0.7,0,0.8022532566600165,0.32788138184041576,0.5661168596113787,0.20408163265306117,0.42802802802802803,0.42857142857142855
SHP100207,2025-03-04 20:13:00.650542,WH-Mumbai,East,Carrier D,Road,778.8,276.9,122,1976,9345.63,2.1,0,0.4460744044126276,0.20681748700703145,0.515853113843297,0.7755102040816326,0.3947947947947948,0.5285714285714286
SHP100859,2025-09-18 18:44:08.206839,WH-Kolkata,West,Carrier C,Rail,425.3,372.9,121,4681,4519.03,1.6,1,0.23864569886163595,0.28018954448180977,0.25474260570202084,0.5714285714285714,0.9363363363363363,0.5142857142857142
SHP101172,2025-12-22 19:16:33.828190,WH-Delhi,East,Carrier C,Rail,358.7,178.0,118,228,3229.0,0.2,0,0.19956577866447597,0.13122898196270252,0.18495426840092064,0.0,0.04484484484484484,0.4714285714285714
SHP100660,2025-07-20 08:48:26.422018,WH-Chennai,North,Carrier A,Road,315.6,164.6,116,682,4294.62,1.4,1,0.17427531979814576,0.12098746560684803,0.2426024223157896,0.48979591836734687,0.13573573573573575,0.44285714285714284
SHP101178,2025-12-24 14:59:32.977481,WH-Delhi,Central,Carrier C,Road,599.4,197.5,135,4349,7960.48,0.5,0,0.340805069827485,0.14613268113726688,0.4409189530775636,0.12244897959183672,0.8698698698698699,0.7142857142857143
SHP100951,2025-10-16 17:03:15.162635,WH-Kolkata,West,Carrier C,Air,608.7,240.5,129,4257,18295.03375,1.3,0,0.34626217580096236,0.17899724854784468,1.0,0.4489795918367347,0.8514514514514514,0.6285714285714286
SHP100971,2025-10-22 18:46:32.326939,WH-Mumbai,East,Carrier C,Road,720.2,496.7,133,2062,9724.93,1.3,0,0.4116887689238352,0.3748089269336594,0.5363725717925752,0.4489795918367347,0.412012012012012,0.6857142857142857
SHP100793,2025-08-29 17:51:17.564637,WH-Bengaluru,South,Carrier B,Rail,182.9,576.1,112,2928,2454.98,1.0,0,0.09640887219809882,0.43549373280342407,0.14308115782380412,0.32653061224489793,0.5853853853853854,0.38571428571428573
SHP101191,2025-12-28 13:42:41.134278,WH-Kolkata,East,Carrier B,Rail,659.4,303.8,132,4816,5726.33,1.0,0,0.3760122051402417,0.22737694894527666,0.32005539658565796,0.32653061224489793,0.9633633633633634,0.6714285714285714
SHP100340,2025-04-14 05:15:51.793160,WH-Chennai,South,Carrier A,Road,271.0,185.4,108,4697,3753.05,1.2,0,0.14810468254899659,0.13688474472638335,0.21330444487948438,0.4081632653061224,0.9395395395395395,0.32857142857142857
SHP100175,2025-02-23 03:03:45.187656,WH-Bengaluru,East,Carrier D,Rail,796.0,114.7,129,4468,5601.81,0.7,0,0.45616711653561787,0.08284928156527056,0.313319085212486,0.20408163265306117,0.8936936936936937,0.6285714285714286
SHP100986,2025-10-27 08:04:00.200166,WH-Mumbai,North,Carrier A,Sea,432.1,475.6,126,1333,2924.56,0.9,0,0.24263584086374837,0.35868236013451543,0.16848460381331648,0.2857142857142857,0.2660660660660661,0.5857142857142857
SHP100320,2025-04-08 03:32:34.628857,WH-Chennai,West,Carrier A,Road,323.5,290.2,128,3781,5169.22,1.4,0,0.1789109259476587,0.21698257413634972,0.2899167326834107,0.48979591836734687,0.7561561561561562,0.6142857142857143
SHP100772,2025-08-23 08:50:50.542118,WH-Mumbai,West,Carrier C,Rail,604.6,239.5,110,2993,4737.41,1.4,0,0.34385635488792393,0.1782329562824824,0.2665565767723171,0.48979591836734687,0.5983983983983984,0.35714285714285715
SHP100953,2025-10-17 07:37:34.879065,WH-Mumbai,Central,Carrier B,Rail,210.2,62.7,136,2228,1028.38,0.5,0,0.11242811876540311,0.04310608376643228,0.06590462549994372,0.12244897959183672,0.4452452452452452,0.7285714285714285
SHP100463,2025-05-21 13:27:04.353628,WH-Mumbai,Central,Carrier D,Road,1043.3,276.2,126,3149,12832.55,1.4,0,0.6012791925830302,0.20628248242127786,0.7044893076542569,0.48979591836734687,0.6296296296296297,0.5857142857142857
